score	id	name	region	slug	idx	dist	license	source	title	page
83	47	Panorama	East Attica	attica-east-attica-mainland	5	99999	CC BY-SA 4.0	commons-name	Panorama of the coast of Trapani, Sicly, Italy, 2023 KsP 145.jpg	https://commons.wikimedia.org/wiki/File%3APanorama%20of%20the%20coast%20of%20Trapani%2C%20Sicly%2C%20Italy%2C%202023%20KsP%20145.jpg
83	214	Gaidaros	Evia	central-greece-evia	0	99999	CC BY-SA 2.0	commons-name	Gaidaros Livadion.jpg	https://commons.wikimedia.org/wiki/File%3AGaidaros%20Livadion.jpg
83	214	Gaidaros	Evia	central-greece-evia	1	99999	CC BY-SA 3.0	commons-name	Gaidaros-1.JPG	https://commons.wikimedia.org/wiki/File%3AGaidaros-1.JPG
83	214	Gaidaros	Evia	central-greece-evia	2	99999	CC BY-SA 3.0	commons-name	Gaidaros Megalou Choriou Tilos.jpg	https://commons.wikimedia.org/wiki/File%3AGaidaros%20Megalou%20Choriou%20Tilos.jpg
83	214	Gaidaros	Evia	central-greece-evia	3	99999	CC BY-SA 4.0	commons-name	1574 gaidaros.jpg	https://commons.wikimedia.org/wiki/File%3A1574%20gaidaros.jpg
83	369	Schinia	Fthiotida	central-greece-fthiotida-mainland	1	99999	CC BY-SA 4.0	commons-name	Schinias, Marathon.jpg	https://commons.wikimedia.org/wiki/File%3ASchinias%2C%20Marathon.jpg
83	618	Agios Ioannis	Gavdos	crete-gavdos	2	99999	by-sa 3.0	openverse:wikimedia	File:Agios Ioannis hc.JPG	https://commons.wikimedia.org/w/index.php?curid=4424881
83	442	Sani Hill	Halkidiki	central-macedonia-halkidiki-mainland	0	405	CC BY-SA 4.0	commons-geo(405m)	Sani Resort, Kassandra.jpg	https://commons.wikimedia.org/wiki/File%3ASani%20Resort%2C%20Kassandra.jpg
83	442	Sani Hill	Halkidiki	central-macedonia-halkidiki-mainland	3	602	CC BY 2.0	commons-geo(602m)	Fishing vessel anchored in the Sani Marina.jpg	https://commons.wikimedia.org/wiki/File%3AFishing%20vessel%20anchored%20in%20the%20Sani%20Marina.jpg
83	669	Pantanassa	Heraklion	crete-crete-heraklion	0	99999	by-sa 4.0	openverse:wikimedia	Iraklio, chiesa di San Mena e della Pantanassa e chiesa di San Mena	https://commons.wikimedia.org/w/index.php?curid=110074780
83	669	Pantanassa	Heraklion	crete-crete-heraklion	1	99999	by-sa 4.0	openverse:wikimedia	Iraklio, chiesa di San Mena e della Pantanassa 02	https://commons.wikimedia.org/w/index.php?curid=110074782
83	669	Pantanassa	Heraklion	crete-crete-heraklion	2	99999	by-sa 4.0	openverse:wikimedia	Iraklio, chiesa di San Mena e della Pantanassa 01	https://commons.wikimedia.org/w/index.php?curid=110074781
83	628	Poros	Heraklion	crete-crete-heraklion	0	99999	by-sa 4.0	openverse:wikimedia	Island Modi (Poros) 1	https://commons.wikimedia.org/w/index.php?curid=112926288
83	631	Trypiti	Heraklion	crete-crete-heraklion	0	99999	by-sa 4.0	openverse:wikimedia	Trypiti	https://commons.wikimedia.org/w/index.php?curid=50558356
83	2566	Arkoudi	Ileia	west-greece-ileia-mainland	0	99999	CC BY-SA 4.0	commons-name	Arkoudi island.jpg	https://commons.wikimedia.org/wiki/File%3AArkoudi%20island.jpg
83	2566	Arkoudi	Ileia	west-greece-ileia-mainland	1	99999	CC BY-SA 4.0	commons-name	Arkoudi and Ithaca.jpg	https://commons.wikimedia.org/wiki/File%3AArkoudi%20and%20Ithaca.jpg
83	2566	Arkoudi	Ileia	west-greece-ileia-mainland	2	99999	CC BY-SA 4.0	commons-name	Arkoudi and Ithaca 2.jpg	https://commons.wikimedia.org/wiki/File%3AArkoudi%20and%20Ithaca%202.jpg
83	3104	Paralia Filiatro (Kioni)	Ithaca	ionian-islands-ithaca	1	310	CC BY-SA 3.0	commons-geo(310m)	View from Kioni - panoramio.jpg	https://commons.wikimedia.org/wiki/File%3AView%20from%20Kioni%20-%20panoramio.jpg
83	2263	Paralia Elia	Kalymnos	south-aegean-kalymnos	0	99999	CC BY-SA 4.0	commons-name	Allenamento Sir Safety Perugia 2015-2016 - Elia 2.jpg	https://commons.wikimedia.org/wiki/File%3AAllenamento%20Sir%20Safety%20Perugia%202015-2016%20-%20Elia%202.jpg
83	2263	Paralia Elia	Kalymnos	south-aegean-kalymnos	1	99999	CC BY-SA 4.0	commons-name	ELIA 2.jpg	https://commons.wikimedia.org/wiki/File%3AELIA%202.jpg
83	2263	Paralia Elia	Kalymnos	south-aegean-kalymnos	2	99999	CC BY-SA 4.0	commons-name	FRA-ELIA-2.jpg	https://commons.wikimedia.org/wiki/File%3AFRA-ELIA-2.jpg
83	2290	Makria	Karpathos	south-aegean-karpathos	1	99999	CC BY-SA 4.0	commons-name	Kythnos kolona apo makria.jpg	https://commons.wikimedia.org/wiki/File%3AKythnos%20kolona%20apo%20makria.jpg
83	2299	Votsalakia	Karpathos	south-aegean-karpathos	6	99999	CC BY-SA 4.0	commons-name	Votsalakia swimming pool 1.jpg	https://commons.wikimedia.org/wiki/File%3AVotsalakia%20swimming%20pool%201.jpg
83	2299	Votsalakia	Karpathos	south-aegean-karpathos	7	99999	CC BY-SA 4.0	commons-name	Votsalakia swimming pool 2.jpg	https://commons.wikimedia.org/wiki/File%3AVotsalakia%20swimming%20pool%202.jpg
83	783	Monastiraki Beach	Kavala	east-macedonia-and-thrace-kavala-mainland	1	99999	CC BY-SA 4.0	commons-name	Psiloritis view from Monastiraki 01.JPG	https://commons.wikimedia.org/wiki/File%3APsiloritis%20view%20from%20Monastiraki%2001.JPG
83	783	Monastiraki Beach	Kavala	east-macedonia-and-thrace-kavala-mainland	2	99999	CC BY-SA 3.0	commons-name	Monastiraki-collage-b.jpg	https://commons.wikimedia.org/wiki/File%3AMonastiraki-collage-b.jpg
83	783	Monastiraki Beach	Kavala	east-macedonia-and-thrace-kavala-mainland	3	99999	CC BY-SA 4.0	commons-name	Monastiraki Square.jpg	https://commons.wikimedia.org/wiki/File%3AMonastiraki%20Square.jpg
83	783	Monastiraki Beach	Kavala	east-macedonia-and-thrace-kavala-mainland	4	99999	CC BY-SA 4.0	commons-name	Monastiraki Square, Athens.jpg	https://commons.wikimedia.org/wiki/File%3AMonastiraki%20Square%2C%20Athens.jpg
83	783	Monastiraki Beach	Kavala	east-macedonia-and-thrace-kavala-mainland	5	99999	CC BY-SA 4.0	commons-name	Streets of Monastiraki - Greece, 2023.jpg	https://commons.wikimedia.org/wiki/File%3AStreets%20of%20Monastiraki%20-%20Greece%2C%202023.jpg
